label	col_00	col_01	col_02	col_03	col_04	col_05	col_06	col_07	col_08	col_09	col_10	col_11	col_12	col_13
6	973 m^3	0.8404	Lise	Moreno Valley	1.1065	1096	Biotechnology	0.6779	-126	1131	Andrew	0.8761	397	853
5	814 m^3	0.8671	Michael	Los Angeles	1.0694	743	Natural Language Processing	0.9788	838	1145	Eriq	0.6038	996	496
9	649 m^3	0.3947	Vani	Anaheim	0.8506	936	Bioengineering	1.2297	571	912	Reilly	1.1804	826	1168
1	913 m^3	1.1076	Sam	Stockton	0.8672	949	Games and Playable Media	0.7373	1087	892	Chris	0.8197	-403	925
4	1034 m^3	1.159	Inan	Sacramento	0.4055	n/a	Computer Science	0.8274	545	924	Fabrice	1.1395	569	735
6	845 m^3	0.8227	Tony	San Francisco	0.9446	1056	Electrical Engineering	1.3457	311	788	Andrew	0.6331	None	772
8	681 m^3	0.0444	Reilly	fresno, oakland	0.7371	1092	Computational Media	0.659	1210	542	Michael	1.2295	740	712
6	1014 m^3	0.9916	Tony	San Francisco	0.73	1015	Biotechnology	0.7445	393	1182	Andrew	1.1755	-60	747
7	901 m^3	0.8711	Chris	San Jose	1.0393	865	Robotics Engineering	0.5847	826	735	Sam	0.9887	305	784
7	903 m^3	0.9172	Chris	San Bernardino, Fresno	1.0447	514	Robotics Engineering	1.0589	1171	919	Sam	1.0477	119	1021
2	823 m^3	0.904	Eriq	Stockton	0.1743	841	Human Computer Interaction	0.8029	1114	1360	Lise	1.3297	873	1284
9	293 m^3	0.4924	Vani	Long Beach	0.7693	1001	Bioengineering	1.0095	594	1026	Reilly	0.9573	904	1056
5	1088 m^3	0.5082	Michael	Irvine	0.801	690	Natural Language Processing	0.5703	811	1425	Eriq	0.7088	1033	227
8	832 m^3	0.2645	Reilly	San Bernardino, Oakland	0.6153	942	Computational Media	0.77	1144	103	Michael	0.9265	995	927
6	940 m^3	1.0275	Tony	SAN FRANCISCO	0.7866	882	Electrical Engineering	0.8259	362	1150	Andrew	1.0384	-56	784
6	898 m^3	1.0294	Tony	Moreno Valley	0.979	581	Statistics	1.0038	343	1391	Andrew	1.1131	394	942
5	1107 m^3	0.9519	Inan	Irvine	0.9659	545	Applied Mathematics	1.1808	748	892	Eriq	0.4691	n/a	377
6	1257 m^3	1.1111	Tony	San Francisco	1.3286	1057	Biotechnology	0.8057	251	1261	Andrew	0.9556	587	1344
1	1186 m^3	0.8286	Sam	Stockton	1.1207	1092	Bioinformatics	0.5446	1350	1098	Chris	0.6924	-73	919
7	712 m^3	0.6326	Chris	San Jose	1.0717	1319	Robotics Engineering	0.9961	?	980	Sam	1.033	471	1274
7	1011 m^3	0.6267	Chris	san jose	0.8877	1354	Robotics Engineering	0.7792	981	824	Reilly	1.0018	614	942
8	906 m^3	0.0152	Reilly	Santa Clarita	0.6004	776	Computational Media	0.9021	1025	22	Michael	1.1231	960	1163
5	949 m^3	0.8981	Michael	Los Angeles	0.8824	621	Data Science	0.8961	670	1133	Eriq	0.8458	1073	424
2	673 m^3	0.9371	Eriq	Bakersfield	0.2339	1124	Human Computer Interaction	0.6151	979	837	Lise	1.0709	977	829
4	1197 m^3	1.0314	Andrew	Sacramento	0.4609	1007	Computer Science	0.2815	652	918	Fabrice	0.9371	937	939
1	1012 m^3	0.845	Sam	Stockton	0.9513	948	Games and Playable Media	0.7481	849	820	Chris	0.8996	-200	1135
5	1260 m^3	0.4372	?	Irvine	0.9844	720	Natural Language Processing	0.8496	731	1160	Eriq	0.6933	705	267
3	1000 m^3	0.4763	Fabrice	Fremont	0.9108	351	Technology and Information Management	0.2269	1045	903	Vani	1.0515	1013	791
6	844 m^3	1.0973	Tony	San Francisco	0.9677	989	Electrical Engineering	0.763	280	1331	Andrew	1.0152	-61	958
7	1003 m^3	0.5709	Chris	San Jose	0.9589	1015	Robotics Engineering	0.7139	1098	1085	SAM	0.9636	193	1249
1	952 m^3	1.2923	Sam	Stockton	0.9222	869	Bioinformatics	0.8073	1083	1205	Chris	0.9576	-253	902
1	732 m^3	1.0246	Sam	Stockton	0.8724	681	Games and Playable Media	0.3573	956	1077	Chris	1.2269	-37	826
9	552 m^3	1.0475	Vani	Long Beach	1.0525	1069	Data Science	1.1086	816	982	Reilly	1.335	1238	845
5	1266 m^3	0.6496	Fabrice	Irvine	1.0166	787	Natural Language Processing	0.7865	852	1027	Eriq	0.449	1152	166
2	1136 m^3	0.6949	eRIQ	Bakersfield	0.0443	1309	Human Computer Interaction	0.6363	1196	822	Lise	1.0955	838	998
3	1076 m^3	0.6867	Fabrice	Chula Vista	1.0018	158	Technology and Information Management	0.5687	1003	1009	Vani	1.1298	1352	928
9	335 m^3	0.6565	Vani	Long Beach	1.0313	1274	Applied Mathematics	1.2641	539	734	Reilly	1.0847	780	929
9	223 m^3	0.4689	vani	Oakland, Santa Clarita, San Bernardino	0.9745	1140	Bioengineering	1.1744	397	905	Reilly	1.0629	1035	920
5	1146 m^3	0.5166	Michael	Irvine	0.9202	609	Applied Mathematics	1.1613	734	1210	Eriq	0.5005	1497	181
9	472 m^3	0.3782	Vani	Long Beach	1.0854	979	Bioengineering	1.2757	370	957	Tony	1.0021	1044	983
1	825 m^3	0.7974	Sam	Stockton	1.1339	1105	Bioinformatics	0.6735	1134	854	Chris	1.2192	-261	833
8	918 m^3	0.2525	Reilly	Fresno, Oakland, Santa Clarita	0.8711	888	Computer Engineering	0.7151	881	418	Michael	1.2032	1098	1091
7	892 m^3	0.6999	Chris	San Francisco	1.119	1114	Robotics Engineering	0.8316	884	974	Sam	1.1366	438	1409
7	691 m^3	0.6377	Chris	San Jose	1.1336	850	Robotics Engineering	0.5755	788	1209	Sam	1.049	230	746
8	883 m^3	0.4433	Reilly	Santa Clarita, San Bernardino	0.6325	740	Computer Engineering	0.7152	779	403	michael	0.9706	666	980
7	852 m^3	0.6923	Chris	San Jose	0.9223	1029	Robotics Engineering	0.9177	1127	1137	N/A	1.0082	522	1370
8	1172 m^3	0.1572	Eriq	FRESNO, SAN BERNARDINO, SANTA CLARITA	0.8122	1291	cOMPUTER eNGINEERING	0.8237	1098	287	Michael	1.0246	1243	1044
3	800 m^3	0.7384	Fabrice	Chula Vista, Santa Ana	0.5524	334	Technology And Information Management	0.2466	807	708	Vani	1.1731	1000	861
1	1076 m^3	0.858	SAM	Stockton	1.1414	1013	Games and Playable Media	0.3979	951	1134	Chris	0.6495	64	963
0	987 m^3	0.6758	Lise	San Diego	1.0091	658	Computer Game Design	1.0362	698	926	Inan	0.2692	1068	1409
7	780 m^3	0.8489	Tony	San Jose	0.6504	959	ROBOTICS ENGINEERING	0.4875	943	1143	Fabrice	0.9752	175	1011
0	820 m^3	0.8641	Lise	Chula Vista	1.1974	729	Statistics	1.287	941	899	Tony	-0.0555	1104	1319
7	899 m^3	0.876	Tony	San Jose	0.8466	1044	Robotics Engineering	0.9767	827	767	Sam	1.0832	581	1106
8	667 m^3	-0.0803	Reilly	Santa Clarita, Oakland	0.6367	993	Computational Media	1.0978	1024	-2	Michael	0.9924	1035	1049
5	1051 m^3	0.9177	Michael	Riverside	1.1402	667	Natural Language Processing	0.6851	957	1234	Eriq	0.5626	999	39
2	919 m^3	1.1251	Eriq	Bakersfield	0.1445	762	Human Computer Interaction	0.9636	1350	967	Lise	1.1466	1293	1146
8	829 m^3	-0.1932	Reilly	Santa Clarita, San Bernardino, Fresno	0.7717	1108	Computer Engineering	0.9399	944	166	?	1.203	1161	950
6	811 m^3	0.793	Tony	Moreno Valley	1.2431	777	Biotechnology	0.6915	261	1123	Andrew	0.8621	508	1083
8	876 m^3	0.1953	Reilly	San Bernardino, Oakland, Santa Clarita	0.4496	633	Computer Engineering	1.0588	1118	292	Michael	1.303	1011	772
1	1061 m^3	1.2093	Sam	Stockton	1.0832	656	Bioinformatics	0.876	1135	1135		0.7651	-186	1099
0	923 m^3	0.7578	Lise	Modesto	0.9291	617	Statistics	0.8133	835	695	Inan	0.2815	912	960
8	979 m^3	-0.114	Reilly	San Bernardino, Fresno, Oakland	0.5674	1055	Computer Engineering	1.1223	1154	438	Michael	1.0691	682	1082
9	316 m^3	0.4853	Vani	Long Beach	1.0339	551	Data Science	0.9058	492	900	Reilly	1.093	972	613
4	1199 m^3	1.0805	Andrew	Sacramento	0.4156	974	Computer Science	0.4885	635	903	Fabrice	0.8591	625	657
5	968 m^3	0.5873	Michael	Los Angeles	0.8507	728	Natural Language Processing	0.9959	863	1083	Eriq	0.5352	1329	358
7	1138 m^3	0.7031	Chris	San Jose	0.9827	814	Robotics Engineering	0.9622	1130	956	Sam	0.9438	378	766
5	834 m^3	0.4885	Reilly	Irvine	1.088	?	Applied Mathematics	0.6979	954	1161	Eriq	0.2006	1232	49
6	1110 m^3	0.6313	Tony	Moreno Valley	1.1131	1070	Biotechnology	1.1151	253	1262	Andrew	0.8893	141	1024
0	1043 m^3	1.013	Lise	Modesto	0.9693	807	Statistics	1.2064	NULL	798	Inan	0.3172	1107	1203
7	1079 m^3	0.6086	Chris	San Jose	1.124	1198	Robotics Engineering	1.0837	884	747	Sam	1.1254	230	957
2	637 m^3	0.9426	Eriq	Bakersfield	0.1768	887	Human Computer Interaction	0.9505	1268	821	Lise	1.0322	695	1251
8	815 m^3	0.4225	Reilly	San Bernardino, Santa Clarita, Oakland	0.4221	699	Computer Engineering	NULL	821	185	Michael	0.8844	932	891
4	876 m^3	1.1603	Eriq	Sacramento	0.3524	846	Computer Science	0.5271	826	880	Fabrice	1.1663	1086	878
6	1266 m^3	1.0232	tony	San Francisco	1.0607	1172	Biotechnology	0.5948	307	1023	Andrew	1.1838	546	715
3	1110 m^3	0.6377	Fabrice	Fremont, Chula Vista	0.669	728	Technology and Information Management	0.3274	929	1549	Vani	0.9981	1346	1084
4	992 m^3	1.3859	Vani	Riverside	0.3108	681	Computer Science	0.7807	556	927	Fabrice	0.8895	566	334
8	880 m^3	0.3256	Reilly	San Bernardino	0.8423	1085	Computer Engineering	1.1663	874	527	Michael	0.9758	1382	925
2	1084 m^3	1.0	Eriq	Bakersfield	0.0681	1508	Human Computer Interaction	0.9899	1185	991	Andrew	0.8568	1004	951
8	829 m^3	0.026	Reilly	Stockton	0.5394	997	Computational Media	0.8477	964	286	Michael	1.0375	1028	916
2	1043 m^3	0.9637	Eriq	Bakersfield	-0.0299	827	Applied Mathematics	0.8806	1159	888	Lise	1.1115	978	977
0	1058 m^3	0.6593	Chris	San Diego	1.0346	757	Statistics	0.7167	1054	1123	Tony	0.1025	1032	1099
0	1157 m^3	1.0972	Reilly	San Diego	0.8996	926	Statistics	1.0613	942	875	Inan	0.5685	869	952
1	1203 m^3	0.911	Sam	Stockton	1.0919	1005	Bioinformatics	0.4493	1192	1000	Chris	1.063	-213	970
3	1073 m^3	0.804	Tony	Santa Ana, Fremont	0.8148	118	Technology and Information Management	0.474	973	1079	Vani	0.8239	974	972
7	1174 m^3	1.1396	Chris	San Jose	1.1446	819	Robotics Engineering	1.0025	951	1048	Sam	1.0029	874	1038
3	1122 m^3	0.4612	Fabrice	Chula Vista, Fremont	0.8417	343	Technology and Information Management	0.5111	918	889	vani	1.076	797	958
2	1000 m^3	1.0156	Eriq	Bakersfield	0.169	970	Human Computer Interaction	0.5457	1010	1061	Lise	0.8823	1127	1152
2	818 m^3	1.1885	Eriq	Bakersfield	0.3018	933	Human Computer Interaction	0.9758	878	690	Lise	1.0192	942	862
2	1158 m^3	0.9433	Eriq	Bakersfield	-0.0006	1081	Human Computer Interaction	0.9601	817	1012	Lise	1.2396	1025	1143
4	815 m^3	1.2803	Andrew	RIVERSIDE	0.3407	1041	Computer Science	0.6029	854	1093	FABRICE	1.2442	396	664
8	890 m^3	0.2102	Reilly	Oakland	0.6543	1056	Computational Media	0.9585	1070	271	Michael	0.7884	837	1072
7	920 m^3	1.2249	Chris	San Jose	0.8742	1023	Robotics Engineering	0.958	1077	1092	Sam	1.0985	159	1026
5	983 m^3	0.4552	Vani	Los Angeles	0.7276	810	Applied Mathematics	1.12	786	1113	Eriq	0.6053	876	284
8	1101 m^3	0.2065	Reilly	Oakland, San Bernardino	0.7649	890	Computer Engineering	1.2216	930	267	Michael	0.6448	1453	790
5	901 m^3	0.7132	Michael	Irvine	0.8634	902	Natural Language Processing	1.0064	1016	870	Eriq	0.6265	669	133
7	1260 m^3	1.0324	Chris	San Jose	0.9089	957	Technology and Information Management	0.4061	921	734	Sam	1.1861	657	1049
5	1118 m^3	0.5442	Michael	Los Angeles	0.9112	538	Natural Language Processing	1.2681	870	1163	Eriq	0.4928	1203	163
2	1051 m^3	0.6802	Eriq	Bakersfield	0.0567	801	Human Computer Interaction	0.7026	834	1108	Lise	1.0792	967	843
4	1015 m^3	1.0339	Inan	Sacramento	0.4315	1095	aPPLIED mATHEMATICS	0.7033	863	864	Fabrice	1.1037	841	674
8	698 m^3	-0.2561	Reilly	Santa Ana, Fremont	0.782	1263	Computer Engineering	1.1919	960	489	Michael	1.182	1126	1031
9	436 m^3	0.2654	Vani	Anaheim	1.0011	1099	Data Science	0.975	570	1206	Reilly	1.1016	1047	1042
9	508 m^3	0.5571	Vani	Anaheim	1.1047	661	Data Science	1.1738	557	885	Reilly	1.0356	1194	1186
2	1079 m^3	1.1701	Eriq	Bakersfield	0.1241	1098	Human Computer Interaction	0.8381	1373	969	Lise	1.2059	942	1047
8	893 m^3	0.2186	Reilly	fresno	0.7532	792	Computational Media	0.6705	701	123	Michael	0.9838	788	896
5	970 m^3	0.9813	Michael	Irvine	0.8343	405	Applied Mathematics	1.0338	805	863	Eriq	0.8514	1108	N/A
1	1070 m^3	0.8708	Sam	Stockton	0.7992	747	Games and Playable Media	0.3382	1186	693	Chris	0.9975	1	1021
1	1025 m^3	1.3008	sAM	Stockton	0.9838	1220	BIOINFORMATICS	0.3826	1149	703	Chris	1.1039	83	859
1	1100 m^3	1.0869	Sam	stockton	0.9036	1085	Games and Playable Media	0.3728	1093	798	cHRIS	1.1341	-165	1085
0	1181 m^3	0.4986	Lise	Modesto	0.9296	712	Statistics	0.8285	1081	751	Inan	0.198	1072	1332
9	515 m^3	0.2012	Vani	San Jose	1.0325	1162	Bioengineering	0.8813	685	864	Reilly	1.1753	884	1024
2	968 m^3	1.1906	Eriq	Bakersfield	-0.0317	963	Human Computer Interaction	0.8491	799	915	Lise	0.835	986	1134
3	1127 m^3	0.7469	Fabrice	Chula Vista, Santa Ana	0.6117	72	Technology and Information Management	0.4146	859	824	Vani	1.0333	1072	853
4	1188 m^3	1.4089	Inan	Riverside	0.5001	1063	Computer Science	0.5045	939	812	Fabrice	0.7711	718	979
0	1204 m^3	0.7982	Lise	San Diego	1.0551	996	Computer Game Design	1.049	1172	384	Inan	0.3759	510	846
7	886 m^3	1.1246	Chris	Moreno Valley	1.0649	1105	Robotics Engineering	0.9112	748	1029	sAM	1.368	766	883
4	1048 m^3	0.9539	Andrew	Sacramento	0.4682	746	Computer Science	0.92	773	1045	Fabrice	0.9395	1081	761
1	1216 m^3	1.0994	Michael	Stockton	1.0151	835	Games and Playable Media	0.5076	1218	869	Chris	0.7459	58	1086
6	937 m^3	0.9249	Tony	San Francisco	1.0166	938	Electrical Engineering	0.8186	202	1129	Andrew	0.9863	207	1108
2	1089 m^3	1.0832	Eriq	Bakersfield	0.1365	948	Human Computer Interaction	0.7609	956	941	Lise	1.1953	1051	898
4	1039 m^3	1.1017	Andrew	Sacramento	0.3602	930	Computer Science	0.9508	843	1052	Fabrice	0.6833	1051	797
2	1088 m^3	1.0413	Eriq	Bakersfield	0.0533	879	Human Computer Interaction	1.1143	849	912	Lise	0.9971	1148	1231
4	1179 m^3	0.8582	Andrew	Sacramento	0.5344	1074	Computer Science	0.5362	839	1186	Fabrice	0.8971	631	521
5	946 m^3	0.418	Michael	Irvine	0.7754	793	Natural Language Processing	1.0249	750	1131	Eriq	0.5171	974	585
3	931 m^3	0.725	Fabrice	Fremont	0.7613	527	Technology and Information Management	0.2817	606	981	Vani	0.9751	849	618
3	1146 m^3	0.7208	Fabrice	Chula Vista, Fremont	0.6148	539	Technology and Information Management	0.2783	1245	NULL	Vani	1.207	1247	1020
1	1249 m^3	1.1681	Sam	Stockton	1.2046	714	Bioinformatics	0.8531	1114	1207	Chris	0.9131	-212	887
7	1068 m^3	0.8193	Chris	Fresno, San Bernardino	1.0628	1045	ROBOTICS ENGINEERING	0.8246	1137	1149	Sam	0.8625	138	1149
1	1116 m^3	0.7009	Sam	Stockton	0.9789	910	Bioinformatics	0.5213	1017	1243	Chris	1.0469	-114	1134
0	987 m^3	0.9153	Lise	San Jose	0.7322	693	Computer Science	1.1021	1072	560	Tony	0.0617	742	792
7	1301 m^3	0.624	Chris	Los Angeles	0.9775	1265	Robotics Engineering	0.807	989	806	Sam	0.7932	110	829
8	957 m^3	0.0699	Reilly	Oakland	0.7755	866	Computational Media	0.7023	1045	144	Michael	0.9605	1000	678
9	379 m^3	0.6431	Vani	Anaheim	1.1626	990	Bioengineering	1.1327	429	901	Reilly	0.859	1134	788
6	1084 m^3	0.6242	Tony	Moreno Valley	0.9375	868	Electrical Engineering	1.2628	106	826	Andrew	1.3072	-82	999
3	1032 m^3	0.6185	Fabrice	Chula Vista, Santa Ana	0.9508	-119	Technology and Information Management	0.2153	749	1118	Vani	0.8196	1147	1222
8	1045 m^3	0.2126	Reilly	?	0.875	873	Computer Engineering	0.8756	1162	262	Michael	1.2609	992	1062
2	1074 m^3	1.0931	Eriq	Bakersfield	0.0799	674	Human Computer Interaction	0.9393	696	1197	Lise	1.1053	840	944
2	855 m^3	0.9641	Eriq	Bakersfield	0.2798	1265	Human Computer Interaction	1.1008	910	832	Lise	0.9212	818	852
0	1145 m^3	0.8919	Lise	San Diego	0.9704	741	Human Computer Interaction	0.935	1060	452	Tony	0.2324	1032	1079
0	1155 m^3	0.5769	Lise	San Diego	0.873	550	NULL	0.967	1020	925	Inan	-0.1786	1011	793
0	1124 m^3	1.1789	Lise	Modesto	1.0043	1093	Statistics	1.3547	1045	551	Inan	0.5252	1399	1043
6	797 m^3	0.7765	N/A	Moreno Valley	0.8338	1210	Electrical Engineering	0.6941	498	1040	Andrew	0.8429	149	782
1	1244 m^3	0.9028	Sam	Moreno Valley	0.808	905	Bioinformatics	0.0868	1063	771	Chris	0.8877	47	1466
0	1186 m^3	0.9041	Lise	Modesto	0.8662	626	Statistics	1.0496	1072	798	Tony	0.1808	928	702
1	1089 m^3	0.9159	Sam	Stockton	0.9762	832	Bioinformatics	0.5644	1033	1117	Chris	0.9177	18	880
8	1170 m^3	0.4037	Reilly	Oakland, San Bernardino	0.7672	?	Computational Media	1.089	889	321	Michael	1.2123	998	859
2	934 m^3	0.6649	Eriq	Bakersfield	0.1312	946	Human Computer Interaction	0.996	1098	993	Lise	0.9683	820	974
1	1094 m^3	0.9033	Sam	Stockton	0.982	946	Games and Playable Media	0.6211	936	1113	Chris	0.8144	-158	962
9	367 m^3	1.0941	Vani	Anaheim	1.1259	810	Bioengineering	0.9185	676	784	Reilly	1.1368	1100	903
5	1054 m^3	0.743	Michael	lOS aNGELES	1.0295	429	Applied Mathematics	1.0964	975	1340	Eriq	0.5096	1170	378
7	950 m^3	0.9467	Michael	San Jose	0.9723	924	Robotics Engineering	0.4415	1001	1000	Sam	1.2402	266	775
8	918 m^3	0.1268	Reilly	San Bernardino, Oakland, Santa Clarita	0.6736	1381	Computational Media	0.7992	1200	336	Michael	0.7852	1139	1033
1	985 m^3	1.0531	Sam	Stockton	1.0183	1127	Bioinformatics	0.5577	719	1036	Chris	0.8176	84	964
0	1043 m^3	0.8871	Lise	Modesto	1.1753	939	Computer Game Design	0.4666	1094	665	Tony	0.0681	1101	1316
1	978 m^3	0.9957	Sam	Stockton	0.9797	537	Games and Playable Media	0.5456	1019	1238	Andrew	1.1065	-429	1034
8	592 m^3	0.0551	Reilly	Fresno	0.6895	921	Computer Engineering	1.2603	1115	350	Michael	0.9564	735	1252
2	1236 m^3	0.8299	Eriq	Bakersfield	-0.0098	1025	Human Computer Interaction	1.2316	1245	841	Lise	0.9243	1224	735
9	538 m^3	0.7279	Chris	Long Beach	1.0902	1084	Bioengineering	0.8867	406	566	Reilly	0.666	945	788
0	1153 m^3	1.0674	Lise	Modesto	1.1887	722	Robotics Engineering	0.8297	1167	708	Tony	0.1083	920	1013
8	869 m^3	0.0528	Reilly	Santa Clarita, Oakland, San Bernardino	0.8665	1040	None	0.9927	1012	404	Michael	1.1575	818	1181
7	797 m^3	0.7506	Lise	San Jose	1.0432	1196	Technology and Information Management	1.203	1096	837	Sam	1.0084	435	1155
0	1042 m^3	0.641	Lise	San Diego	0.897	676	Statistics	0.7734	944	640	Tony	0.0656	937	992
7	903 m^3	0.9654	Chris	Moreno Valley	1.0055	1113	Robotics Engineering	1.0604	953	946	Sam	1.0521	609	1023
3	1141 m^3	0.618	Fabrice	Chula Vista, Santa Ana	0.6398	253	Technology and Information Management	0.0908	780	952	Vani	0.8748	1091	880
8	936 m^3	0.1383	Reilly	Oakland, Fresno	0.6225	1215	Computational Media	1.0701	1033	352	Michael	1.0414	1084	952
7	1123 m^3	0.836	Chris	Santa Ana	0.9454	1343	Robotics Engineering	0.6339	1000	1159	Sam	1.163	693	1257
8	842 m^3	0.2987	Reilly	Fresno	0.6927	938	Computational Media	0.629	1072	366	Michael	0.8788	553	1045
0	878 m^3	0.9466	Lise	San Diego	1.2129	757	Computer Game Design	1.1658	1209	752	Tony	0.2116	525	1005
3	1084 m^3	0.6441	Sam	Fremont	0.7531	546	Technology and Information Management	0.2807	768	NULL	Vani	0.837	1040	1091
0	1219 m^3	0.7049	Lise	San Diego	1.1856	700	Computer Game Design	1.2912	1056	909	Inan	0.1692	1194	1027
1	1021 m^3	0.8324	Sam	San Jose	1.0554	791	Bioinformatics	0.535	833	1227	Chris	1.0107	322	795
0	1044 m^3	1.2384	Lise	San Diego	1.0459	684	Computer Game Design	0.8069	833	481	Tony	0.104	920	860
3	1025 m^3	0.76	Fabrice	Santa Ana	0.8687	-30	Technology and Information Management	0.2439	722	1167	Vani	1.0676	1206	1016
4	881 m^3	1.2892	Reilly	Anaheim	0.2631	1045	Computer Science	0.5925	754	838	fABRICE	0.9001	830	670
6	1222 m^3	1.221	Andrew	Moreno Valley	0.9809	840	Biotechnology	0.8115	-27	784	Andrew	1.1965	289	892
1	756 m^3	1.085	Sam	Stockton	0.9169	677	Games and Playable Media	0.9515	1189	1066	Chris	0.9786	82	971
6	878 m^3	0.6687	Tony	San Francisco	0.7823	682	Electrical Engineering	0.8331	35	961	Andrew	1.0055	94	1152
2	693 m^3	0.9982	Eriq	Bakersfield	0.1504	1132	Human Computer Interaction	0.832	1044	1025	Lise	0.9809	980	1185
3	1072 m^3	1.108	Fabrice	Santa Ana	0.9505	-11	Technology and Information Management	0.1184	810	718	Vani	0.7672	1207	979
6	1261 m^3	0.7644	Tony	San Francisco	1.0144	1002	Electrical Engineering	0.8093	-20	1211	Andrew	1.0944	-15	753
6	1046 m^3	0.9212	Tony	Los Angeles	1.2713	771	Biotechnology	0.323	201	775	Andrew	0.771	303	768
6	738 m^3	0.6412	Tony	San Francisco	1.0778	963	Biotechnology	0.6085	-10	1002	Andrew	1.0652	164	1088
7	1031 m^3	0.7472	Chris	San Jose	0.8805	1054	Robotics Engineering	0.7487	976	1041	Sam	1.3448	692	1177
9	446 m^3	0.7575	Chris	Anaheim	0.8656	806	Bioengineering	1.1678	435	871	Reilly	1.0079	989	950
7	878 m^3	0.8196	Chris	San Jose	1.1451	969	Robotics Engineering	1.1872	688	1272	Sam	0.9253	635	1048
5	888 m^3	1.204	Michael	Los Angeles	0.9805	869	Natural Language Processing	0.7799	1070	1189	Eriq	0.4134	848	-143
4	1030 m^3	0.8203	Inan	Sacramento	0.2272	1217	Computer Science	0.401	955	1163	Tony	1.1812	839	744
9	350 m^3	0.5935	Vani	San Diego	1.1072	844	Data Science	1.0452	756	865	reilly	0.9916	1101	889
4	739 m^3	1.0807	Inan	Sacramento	0.1605	1236	Computer Science	0.6123	514	842	Fabrice	0.9754	764	850
6	717 m^3	1.2705	Tony	San Diego	0.9316	927	Biotechnology	0.2576	-49	1062	Andrew	0.7971	198	786
3	973 m^3	0.5048	Fabrice	Santa Ana	1.1353	547	Technology and Information Management	0.4881	1040	1105	Vani	0.8995	1120	1259
1	1384 m^3	1.0867	Sam	Stockton	0.9155	1011	Games and Playable Media	0.293	991	927	Chris	0.7761	-86	983
9	143 m^3	0.4812	Vani	Long Beach	1.0616	961	Bioengineering	0.697	396	968	Reilly	1.1134	1130	1027
6	986 m^3	0.6935	Tony	Moreno Valley	0.9103	910	Electrical Engineering	0.8319	162	1266	Andrew	1.1293	192	1059
9	357 m^3	0.6126	Vani	Anaheim	1.1205	1203	Data Science	1.2222	527	1122	Reilly	0.8705	793	1052
5	993 m^3	0.7432	Eriq	Los Angeles	1.0459	641	Applied Mathematics	0.9309	954	960	Eriq	0.7048	1115	289
8	947 m^3	-0.0942	Reilly	Santa Clarita, Fresno	0.7024	1359	Human Computer Interaction	1.099	1063	214	Michael	1.194	1194	1127
5	1139 m^3	0.7201	mICHAEL	Irvine	0.7792	717	Natural Language Processing	0.9363	673	796	Eriq	0.6147	713	526
8	884 m^3	0.6144	n/a	Oakland, San Bernardino	0.6225	1060	COMPUTER ENGINEERING	0.91	880	555	Michael	0.9615	984	999
0	960 m^3	0.8303	Lise	San Diego	0.9341	639	Statistics	1.195	1026	945	Tony	0.0704	791	726
2	970 m^3	1.0532	Eriq	Bakersfield	0.1432	1068	Bioinformatics	0.6846	744	1005	Lise	1.0297	1064	957
3	889 m^3	0.9506	Fabrice	Santa Ana, Chula Vista	0.8212	42	Technology and Information Management	0.012	900	861	Vani	0.9062	1177	726
5	814 m^3	0.6614	Michael	Los Angeles	1.0603	595	Natural Language Processing	0.9979	729	1104	Eriq	n/a	942	154
4	1022 m^3	0.7785	Andrew	Riverside	0.5282	1128	Computer Science	0.586	878	829	Fabrice	1.2412	518	622
8	762 m^3	0.015	Reilly	san bernardino	0.6612	978	Computer Engineering	0.6418	984	85	Michael	1.2541	1149	966
6	1053 m^3	0.4386	Tony	San Francisco	0.7978	972	Electrical Engineering	0.9356	498	1201	Andrew	1.0173	150	978
1	933 m^3	0.6777	Sam	Stockton	0.9309	1106	Games and Playable Media	0.424	897	578	Chris	1.0758	202	900
9	479 m^3	0.7021	Vani	Long Beach	0.9051	1085	Data Science	0.9568	668	844	Reilly	0.8563	934	n/a
6	1050 m^3	1.0968	Lise	Stockton	1.0642	896	Electrical Engineering	1.1517	-88	958	Andrew	0.9966	431	892
3	854 m^3	0.5382	Fabrice	Fremont, Santa Ana	1.0133	544	Technology and Information Management	0.38	689	1018	Vani	0.9844	1118	1041
5	735 m^3	None	Michael	Los Angeles	1.057	617	Natural Language Processing	1.2984	992	555	Eriq	0.3612	794	281
3	898 m^3	0.3125	Fabrice	Santa Ana	0.7327	200	Technology and Information Management	0.4078	849	642	Vani	1.1373	985	804
8	581 m^3	0.1911	Reilly	San Bernardino	0.8729	990	Computational Media	0.5375	1087	324	Michael	1.1327	754	1107
1	1033 m^3	0.7059	Sam	Stockton	1.0767	600	Natural Language Processing	0.1738	1028	958	Chris	1.1691	-627	1084
9	499 m^3	0.5814	vani	Long Beach	1.1462	566	Bioengineering	0.911	752	784	Reilly	1.0004	1289	816
2	1442 m^3	0.8537	Eriq	Bakersfield	0.0438	806	Human Computer Interaction	0.7839	885	1004	Lise	0.8262	1143	856
0	1093 m^3	0.9957	Eriq	San Diego	0.801	930	Computer Game Design	0.799	1104	883	Inan	-0.1159	1396	1088
0	913 m^3	0.9508	Lise	Modesto	1.1148	764	Bioengineering	0.9298	1136	741	Inan	0.2549	712	557
